codIBGE,ano,homicidiosHomens,homicidiosMulheres,homicidiosTotais
2614402,1989,0,0,0
2614402,1990,0,0,0
2614402,1991,0,0,0
2614402,1992,0,0,0
2614402,1993,1,0,1
2614402,1994,0,0,0
2614402,1995,0,0,0
2614402,1996,3,0,3
2614402,1997,0,0,0
2614402,1998,0,0,0
2614402,1999,0,0,0
2614402,2000,1,0,1
2614402,2001,1,0,1
2614402,2002,0,0,0
2614402,2003,1,0,1
2614402,2004,0,0,0
2614402,2005,0,0,0
2614402,2006,0,0,0
2614402,2007,0,0,0
2614402,2008,1,0,1
2614402,2009,1,0,1
2614402,2010,0,0,0
2614402,2011,1,0,1
2614402,2012,0,0,0
2614402,2013,0,0,0
2614402,2014,2,0,2
2614402,2015,2,0,2
2614402,2016,1,1,2
2614402,2017,1,1,2
2614402,2018,1,0,1
2614402,2019,2,0,2
2614402,2020,0,0,0
2614402,2021,0,0,0
2614402,2022,1,0,1
2614402,2023,0,0,0
2614501,1989,15,1,16
2614501,1990,11,0,11
2614501,1991,5,1,6
2614501,1992,10,2,12
2614501,1993,10,2,12
2614501,1994,8,1,9
2614501,1995,8,0,8
2614501,1996,20,0,20
2614501,1997,9,2,11
2614501,1998,16,0,16
2614501,1999,15,0,15
2614501,2000,9,1,10
2614501,2001,6,1,7
2614501,2002,13,1,14
2614501,2003,17,2,19
2614501,2004,17,0,17
2614501,2005,8,1,9
2614501,2006,18,1,19
2614501,2007,24,0,24
2614501,2008,25,3,28
2614501,2009,11,1,12
2614501,2010,11,3,14
2614501,2011,20,1,21
2614501,2012,11,1,12
2614501,2013,11,1,12
2614501,2014,7,6,13
2614501,2015,17,0,17
2614501,2016,15,2,17
2614501,2017,26,1,27
2614501,2018,19,0,19
2614501,2019,18,2,20
2614501,2020,5,5,10
2614501,2021,11,2,13
2614501,2022,15,3,18
2614501,2023,11,2,13
2614600,1989,3,1,4
2614600,1990,4,0,4
2614600,1991,3,0,3
2614600,1992,2,0,2
2614600,1993,3,0,3
2614600,1994,9,0,9
2614600,1995,7,1,8
2614600,1996,5,1,6
2614600,1997,6,1,7
2614600,1998,2,0,2
2614600,1999,2,0,2
2614600,2000,2,0,2
2614600,2001,4,1,5
2614600,2002,2,0,2
2614600,2003,0,1,1
2614600,2004,1,1,2
2614600,2005,2,0,2
2614600,2006,5,0,5
2614600,2007,7,1,8
2614600,2008,0,0,0
2614600,2009,3,1,4
2614600,2010,11,0,11
2614600,2011,7,0,7
2614600,2012,4,2,6
2614600,2013,6,1,7
2614600,2014,4,1,5
2614600,2015,3,0,3
2614600,2016,6,0,6
2614600,2017,6,0,6
2614600,2018,4,1,5
2614600,2019,10,1,11
2614600,2020,1,1,2
2614600,2021,12,0,12
2614600,2022,7,0,7
2614600,2023,6,3,9
2614709,1989,2,0,2
2614709,1990,1,1,2
2614709,1991,0,0,0
2614709,1992,0,0,0
2614709,1993,0,0,0
2614709,1994,2,0,2
2614709,1995,0,0,0
2614709,1996,2,0,2
2614709,1997,1,1,2
2614709,1998,0,0,0
2614709,1999,2,0,2
2614709,2000,0,1,1
2614709,2001,4,0,4
2614709,2002,2,1,3
2614709,2003,6,0,6
2614709,2004,7,0,7
2614709,2005,4,1,5
2614709,2006,5,0,5
2614709,2007,3,1,4
2614709,2008,3,1,4
2614709,2009,3,0,3
2614709,2010,1,0,1
2614709,2011,2,0,2
2614709,2012,5,0,5
2614709,2013,4,1,5
2614709,2014,4,0,4
2614709,2015,9,0,9
2614709,2016,2,1,3
2614709,2017,7,2,9
2614709,2018,4,2,6
2614709,2019,2,0,2
2614709,2020,0,0,0
2614709,2021,3,0,3
2614709,2022,7,0,7
2614709,2023,7,1,8
2614808,1989,1,0,1
2614808,1990,3,0,3
2614808,1991,3,0,3
2614808,1992,3,0,3
2614808,1993,2,0,2
2614808,1994,4,0,4
2614808,1995,6,0,6
2614808,1996,2,0,2
2614808,1997,3,0,3
2614808,1998,3,0,3
2614808,1999,2,0,2
2614808,2000,5,0,5
2614808,2001,3,0,3
2614808,2002,5,0,5
2614808,2003,7,0,7
2614808,2004,2,0,2
2614808,2005,1,0,1
2614808,2006,1,1,2
2614808,2007,0,0,0
2614808,2008,3,0,3
2614808,2009,2,0,2
2614808,2010,2,1,3
2614808,2011,2,0,2
2614808,2012,2,1,3
2614808,2013,2,0,2
2614808,2014,1,1,2
2614808,2015,2,1,3
2614808,2016,0,0,0
2614808,2017,6,0,6
2614808,2018,5,0,5
2614808,2019,4,0,4
2614808,2020,0,0,0
2614808,2021,0,0,0
2614808,2022,3,1,4
2614808,2023,6,0,6
2614857,1989,0,0,0
2614857,1990,0,0,0
2614857,1991,0,0,0
2614857,1992,0,0,0
2614857,1993,0,0,0
2614857,1994,0,0,0
2614857,1995,0,0,0
2614857,1996,0,0,0
2614857,1997,1,0,1
2614857,1998,1,0,1
2614857,1999,12,1,13
2614857,2000,9,1,10
2614857,2001,5,1,6
2614857,2002,10,2,12
2614857,2003,6,2,8
2614857,2004,5,1,6
2614857,2005,15,2,17
2614857,2006,7,2,9
2614857,2007,12,1,13
2614857,2008,12,2,14
2614857,2009,13,0,13
2614857,2010,5,2,7
2614857,2011,5,0,5
2614857,2012,8,2,10
2614857,2013,2,0,2
2614857,2014,11,0,11
2614857,2015,12,0,12
2614857,2016,17,0,17
2614857,2017,15,0,15
2614857,2018,14,0,14
2614857,2019,10,0,10
2614857,2020,3,3,6
2614857,2021,5,0,5
2614857,2022,14,0,14
2614857,2023,4,1,5
2615003,1989,2,0,2
2615003,1990,4,0,4
2615003,1991,1,0,1
2615003,1992,5,1,6
2615003,1993,3,0,3
2615003,1994,2,0,2
2615003,1995,6,0,6
2615003,1996,2,1,3
2615003,1997,3,0,3
2615003,1998,4,1,5
2615003,1999,13,0,13
2615003,2000,6,3,9
2615003,2001,10,0,10
2615003,2002,5,0,5
2615003,2003,5,0,5
2615003,2004,0,1,1
2615003,2005,2,2,4
2615003,2006,3,2,5
2615003,2007,2,1,3
2615003,2008,5,1,6
2615003,2009,4,0,4
2615003,2010,5,2,7
2615003,2011,8,1,9
2615003,2012,10,0,10
2615003,2013,6,1,7
2615003,2014,4,0,4
2615003,2015,9,0,9
2615003,2016,6,1,7
2615003,2017,19,0,19
2615003,2018,15,1,16
2615003,2019,5,0,5
2615003,2020,0,0,0
2615003,2021,14,0,14
2615003,2022,10,1,11
2615003,2023,6,0,6
2615102,1989,2,0,2
2615102,1990,1,0,1
2615102,1991,2,0,2
2615102,1992,4,0,4
2615102,1993,2,0,2
2615102,1994,2,0,2
2615102,1995,0,0,0
2615102,1996,2,0,2
2615102,1997,2,0,2
2615102,1998,0,2,2
2615102,1999,1,0,1
2615102,2000,0,0,0
2615102,2001,0,0,0
2615102,2002,0,0,0
2615102,2003,2,0,2
2615102,2004,0,0,0
2615102,2005,1,0,1
2615102,2006,0,0,0
2615102,2007,5,0,5
2615102,2008,2,0,2
2615102,2009,1,0,1
2615102,2010,2,0,2
2615102,2011,2,0,2
2615102,2012,11,0,11
2615102,2013,2,0,2
2615102,2014,2,0,2
2615102,2015,1,0,1
2615102,2016,4,1,5
2615102,2017,2,0,2
2615102,2018,1,0,1
2615102,2019,0,0,0
2615102,2020,0,0,0
2615102,2021,2,0,2
2615102,2022,2,0,2
2615102,2023,0,0,0
2615201,1989,1,1,2
2615201,1990,1,0,1
2615201,1991,3,0,3
2615201,1992,2,0,2
2615201,1993,2,0,2
2615201,1994,0,1,1
2615201,1995,1,0,1
2615201,1996,0,0,0
2615201,1997,1,0,1
2615201,1998,1,0,1
2615201,1999,0,0,0
2615201,2000,2,0,2
2615201,2001,0,0,0
2615201,2002,2,0,2
2615201,2003,0,0,0
2615201,2004,2,0,2
2615201,2005,2,0,2
2615201,2006,0,0,0
2615201,2007,2,0,2
2615201,2008,2,0,2
2615201,2009,1,1,2
2615201,2010,0,0,0
2615201,2011,1,1,2
2615201,2012,4,0,4
2615201,2013,1,0,1
2615201,2014,1,0,1
2615201,2015,2,0,2
2615201,2016,0,1,1
2615201,2017,3,1,4
2615201,2018,1,0,1
2615201,2019,1,1,2
2615201,2020,0,0,0
2615201,2021,1,0,1
2615201,2022,0,0,0
2615201,2023,1,0,1
2615300,1989,29,0,29
2615300,1990,11,1,12
2615300,1991,22,2,24
2615300,1992,15,1,16
2615300,1993,20,0,20
2615300,1994,17,0,17
2615300,1995,15,3,18
2615300,1996,19,3,22
2615300,1997,16,1,17
2615300,1998,20,2,22
2615300,1999,18,3,21
2615300,2000,17,0,17
2615300,2001,9,1,10
2615300,2002,13,1,14
2615300,2003,15,2,17
2615300,2004,30,1,31
2615300,2005,26,1,27
2615300,2006,22,1,23
2615300,2007,23,4,27
2615300,2008,16,2,18
2615300,2009,17,2,19
2615300,2010,18,0,18
2615300,2011,17,1,18
2615300,2012,15,2,17
2615300,2013,25,3,28
2615300,2014,16,2,18
2615300,2015,15,3,18
2615300,2016,32,1,33
2615300,2017,42,7,49
2615300,2018,48,2,50
2615300,2019,23,1,24
2615300,2020,4,4,8
2615300,2021,25,2,27
2615300,2022,17,0,17
2615300,2023,19,2,21
2615409,1989,2,0,2
2615409,1990,3,0,3
2615409,1991,1,0,1
2615409,1992,0,1,1
2615409,1993,1,0,1
2615409,1994,4,0,4
2615409,1995,3,2,5
2615409,1996,12,0,12
2615409,1997,13,0,13
2615409,1998,13,0,13
2615409,1999,5,2,7
2615409,2000,7,0,7
2615409,2001,6,0,6
2615409,2002,10,0,10
2615409,2003,7,1,8
2615409,2004,9,0,9
2615409,2005,9,1,10
2615409,2006,11,0,11
2615409,2007,11,2,13
2615409,2008,14,1,15
2615409,2009,24,3,27
2615409,2010,23,1,24
2615409,2011,12,1,13
2615409,2012,23,2,25
2615409,2013,25,1,26
2615409,2014,10,1,11
2615409,2015,28,0,28
2615409,2016,27,1,28
2615409,2017,40,1,41
2615409,2018,28,0,28
2615409,2019,21,2,23
2615409,2020,1,1,2
2615409,2021,12,0,12
2615409,2022,16,0,16
2615409,2023,13,1,14
2615508,1989,3,0,3
2615508,1990,1,0,1
2615508,1991,5,0,5
2615508,1992,2,1,3
2615508,1993,3,0,3
2615508,1994,1,0,1
2615508,1995,3,0,3
2615508,1996,1,0,1
2615508,1997,1,0,1
2615508,1998,4,0,4
2615508,1999,1,0,1
2615508,2000,2,0,2
2615508,2001,4,1,5
2615508,2002,7,1,8
2615508,2003,3,0,3
2615508,2004,0,0,0
2615508,2005,3,0,3
2615508,2006,1,0,1
2615508,2007,5,0,5
2615508,2008,5,0,5
2615508,2009,6,1,7
2615508,2010,1,0,1
2615508,2011,5,0,5
2615508,2012,1,1,2
2615508,2013,2,3,5
2615508,2014,2,0,2
2615508,2015,4,0,4
2615508,2016,7,1,8
2615508,2017,11,0,11
2615508,2018,7,0,7
2615508,2019,5,0,5
2615508,2020,0,0,0
2615508,2021,8,1,9
2615508,2022,7,0,7
2615508,2023,6,0,6
2615607,1989,8,0,8
2615607,1990,0,1,1
2615607,1991,0,1,1
2615607,1992,1,0,1
2615607,1993,3,0,3
2615607,1994,4,0,4
2615607,1995,8,0,8
2615607,1996,5,0,5
2615607,1997,4,2,6
2615607,1998,5,1,6
2615607,1999,3,1,4
2615607,2000,5,1,6
2615607,2001,10,0,10
2615607,2002,17,3,20
2615607,2003,19,0,19
2615607,2004,17,1,18
2615607,2005,9,1,10
2615607,2006,20,2,22
2615607,2007,21,2,23
2615607,2008,19,1,20
2615607,2009,14,1,15
2615607,2010,11,1,12
2615607,2011,14,0,14
2615607,2012,8,1,9
2615607,2013,22,4,26
2615607,2014,18,0,18
2615607,2015,32,1,33
2615607,2016,17,1,18
2615607,2017,25,0,25
2615607,2018,11,1,12
2615607,2019,5,0,5
2615607,2020,1,1,2
2615607,2021,5,0,5
2615607,2022,8,1,9
2615607,2023,10,1,11
2615706,1989,15,1,16
2615706,1990,10,2,12
2615706,1991,10,1,11
2615706,1992,9,0,9
2615706,1993,4,1,5
2615706,1994,3,0,3
2615706,1995,2,0,2
2615706,1996,5,2,7
2615706,1997,9,2,11
2615706,1998,9,0,9
2615706,1999,6,2,8
2615706,2000,3,2,5
2615706,2001,6,1,7
2615706,2002,4,0,4
2615706,2003,2,0,2
2615706,2004,8,0,8
2615706,2005,4,0,4
2615706,2006,8,0,8
2615706,2007,1,1,2
2615706,2008,6,1,7
2615706,2009,3,0,3
2615706,2010,0,0,0
2615706,2011,1,1,2
2615706,2012,0,1,1
2615706,2013,1,0,1
2615706,2014,2,0,2
2615706,2015,4,0,4
2615706,2016,6,1,7
2615706,2017,0,0,0
2615706,2018,2,0,2
2615706,2019,0,0,0
2615706,2020,0,0,0
2615706,2021,4,0,4
2615706,2022,1,0,1
2615706,2023,3,0,3
2615805,1989,5,1,6
2615805,1990,1,0,1
2615805,1991,3,0,3
2615805,1992,3,0,3
2615805,1993,5,0,5
2615805,1994,6,1,7
2615805,1995,4,0,4
2615805,1996,7,0,7
2615805,1997,6,0,6
2615805,1998,8,1,9
2615805,1999,8,0,8
2615805,2000,6,0,6
2615805,2001,4,0,4
2615805,2002,5,0,5
2615805,2003,2,0,2
2615805,2004,5,0,5
2615805,2005,6,1,7
2615805,2006,10,0,10
2615805,2007,10,1,11
2615805,2008,10,0,10
2615805,2009,5,0,5
2615805,2010,5,1,6
2615805,2011,8,0,8
2615805,2012,9,1,10
2615805,2013,6,0,6
2615805,2014,1,1,2
2615805,2015,7,0,7
2615805,2016,11,2,13
2615805,2017,13,1,14
2615805,2018,9,0,9
2615805,2019,2,1,3
2615805,2020,0,0,0
2615805,2021,8,0,8
2615805,2022,2,1,3
2615805,2023,2,0,2
2615904,1989,1,0,1
2615904,1990,0,0,0
2615904,1991,1,0,1
2615904,1992,0,0,0
2615904,1993,0,0,0
2615904,1994,1,0,1
2615904,1995,3,0,3
2615904,1996,1,0,1
2615904,1997,0,0,0
2615904,1998,0,0,0
2615904,1999,0,0,0
2615904,2000,2,0,2
2615904,2001,2,1,3
2615904,2002,0,0,0
2615904,2003,2,1,3
2615904,2004,3,1,4
2615904,2005,3,1,4
2615904,2006,2,0,2
2615904,2007,1,1,2
2615904,2008,1,1,2
2615904,2009,3,1,4
2615904,2010,2,1,3
2615904,2011,1,0,1
2615904,2012,4,1,5
2615904,2013,2,0,2
2615904,2014,2,0,2
2615904,2015,0,0,0
2615904,2016,2,0,2
2615904,2017,1,0,1
2615904,2018,0,1,1
2615904,2019,1,0,1
2615904,2020,1,1,2
2615904,2021,1,0,1
2615904,2022,2,0,2
2615904,2023,0,0,0
2616001,1989,1,0,1
2616001,1990,4,0,4
2616001,1991,4,1,5
2616001,1992,3,0,3
2616001,1993,2,1,3
2616001,1994,2,0,2
2616001,1995,3,1,4
2616001,1996,5,0,5
2616001,1997,2,0,2
2616001,1998,0,0,0
2616001,1999,3,0,3
2616001,2000,2,0,2
2616001,2001,5,0,5
2616001,2002,3,0,3
2616001,2003,9,1,10
2616001,2004,2,1,3
2616001,2005,6,0,6
2616001,2006,3,0,3
2616001,2007,7,0,7
2616001,2008,3,0,3
2616001,2009,9,1,10
2616001,2010,4,0,4
2616001,2011,6,1,7
2616001,2012,7,2,9
2616001,2013,5,0,5
2616001,2014,3,0,3
2616001,2015,3,0,3
2616001,2016,11,0,11
2616001,2017,8,1,9
2616001,2018,7,0,7
2616001,2019,6,0,6
2616001,2020,0,0,0
2616001,2021,5,0,5
2616001,2022,10,1,11
2616001,2023,9,0,9
2616100,1989,2,0,2
2616100,1990,1,0,1
2616100,1991,1,0,1
2616100,1992,2,0,2
2616100,1993,3,0,3
2616100,1994,2,0,2
2616100,1995,0,0,0
2616100,1996,0,0,0
2616100,1997,1,0,1
2616100,1998,2,0,2
2616100,1999,1,0,1
2616100,2000,3,0,3
2616100,2001,2,0,2
2616100,2002,3,0,3
2616100,2003,0,0,0
2616100,2004,0,0,0
2616100,2005,2,0,2
2616100,2006,2,0,2
2616100,2007,0,0,0
2616100,2008,2,0,2
2616100,2009,1,1,2
2616100,2010,1,0,1
2616100,2011,1,0,1
2616100,2012,4,0,4
2616100,2013,0,0,0
2616100,2014,1,0,1
2616100,2015,4,0,4
2616100,2016,3,1,4
2616100,2017,3,0,3
2616100,2018,4,0,4
2616100,2019,3,0,3
2616100,2020,2,2,4
2616100,2021,1,0,1
2616100,2022,0,0,0
2616100,2023,0,0,0
2616183,1989,0,0,0
2616183,1990,0,0,0
2616183,1991,0,0,0
2616183,1992,0,0,0
2616183,1993,0,0,0
2616183,1994,0,0,0
2616183,1995,0,0,0
2616183,1996,1,1,2
2616183,1997,1,0,1
2616183,1998,0,0,0
2616183,1999,1,0,1
2616183,2000,5,0,5
2616183,2001,1,0,1
2616183,2002,0,0,0
2616183,2003,2,0,2
2616183,2004,4,0,4
2616183,2005,1,0,1
2616183,2006,3,0,3
2616183,2007,3,0,3
2616183,2008,4,0,4
2616183,2009,4,0,4
2616183,2010,2,0,2
2616183,2011,1,0,1
2616183,2012,0,0,0
2616183,2013,2,0,2
2616183,2014,0,0,0
2616183,2015,0,0,0
2616183,2016,4,1,5
2616183,2017,6,0,6
2616183,2018,8,0,8
2616183,2019,1,0,1
2616183,2020,0,0,0
2616183,2021,2,0,2
2616183,2022,1,0,1
2616183,2023,2,0,2
2616209,1989,1,0,1
2616209,1990,3,0,3
2616209,1991,3,1,4
2616209,1992,2,0,2
2616209,1993,1,0,1
2616209,1994,2,0,2
2616209,1995,5,0,5
2616209,1996,4,0,4
2616209,1997,2,0,2
2616209,1998,6,1,7
2616209,1999,3,1,4
2616209,2000,6,0,6
2616209,2001,6,0,6
2616209,2002,1,0,1
2616209,2003,2,0,2
2616209,2004,3,1,4
2616209,2005,0,0,0
2616209,2006,1,0,1
2616209,2007,4,0,4
2616209,2008,5,0,5
2616209,2009,5,0,5
2616209,2010,8,0,8
2616209,2011,1,0,1
2616209,2012,7,0,7
2616209,2013,8,0,8
2616209,2014,6,1,7
2616209,2015,16,0,16
2616209,2016,14,1,15
2616209,2017,18,1,19
2616209,2018,14,1,15
2616209,2019,12,1,13
2616209,2020,1,1,2
2616209,2021,4,0,4
2616209,2022,8,0,8
2616209,2023,14,2,16
2616308,1989,3,0,3
2616308,1990,7,1,8
2616308,1991,3,0,3
2616308,1992,10,1,11
2616308,1993,4,0,4
2616308,1994,4,0,4
2616308,1995,4,1,5
2616308,1996,4,0,4
2616308,1997,11,0,11
2616308,1998,3,0,3
2616308,1999,7,0,7
2616308,2000,7,0,7
2616308,2001,15,0,15
2616308,2002,19,0,19
2616308,2003,16,1,17
2616308,2004,10,1,11
2616308,2005,10,0,10
2616308,2006,13,2,15
2616308,2007,11,0,11
2616308,2008,11,1,12
2616308,2009,8,0,8
2616308,2010,9,0,9
2616308,2011,14,0,14
2616308,2012,9,0,9
2616308,2013,6,0,6
2616308,2014,11,1,12
2616308,2015,21,0,21
2616308,2016,20,1,21
2616308,2017,28,2,30
2616308,2018,17,1,18
2616308,2019,17,0,17
2616308,2020,0,0,0
2616308,2021,11,1,12
2616308,2022,15,0,15
2616308,2023,21,0,21
2616407,1989,34,2,36
2616407,1990,63,3,66
2616407,1991,60,2,62
2616407,1992,27,1,28
2616407,1993,50,4,54
2616407,1994,56,6,62
2616407,1995,55,1,56
2616407,1996,44,2,46
2616407,1997,40,1,41
2616407,1998,64,4,68
2616407,1999,84,3,87
2616407,2000,64,5,69
2616407,2001,65,2,67
2616407,2002,72,4,76
2616407,2003,69,6,75
2616407,2004,67,7,74
2616407,2005,51,6,57
2616407,2006,75,7,82
2616407,2007,75,3,78
2616407,2008,82,7,89
2616407,2009,62,6,68
2616407,2010,59,5,64
2616407,2011,63,8,71
2616407,2012,63,1,64
2616407,2013,61,6,67
2616407,2014,40,5,45
2616407,2015,45,4,49
2616407,2016,75,3,78
2616407,2017,108,5,113
2616407,2018,70,2,72
2616407,2019,77,3,80
2616407,2020,3,3,6
2616407,2021,69,5,74
2616407,2022,65,9,74
2616407,2023,53,6,59
2616506,1989,0,0,0
2616506,1990,0,0,0
2616506,1991,0,0,0
2616506,1992,0,0,0
2616506,1993,2,0,2
2616506,1994,1,0,1
2616506,1995,0,0,0
2616506,1996,2,0,2
2616506,1997,3,1,4
2616506,1998,4,1,5
2616506,1999,4,0,4
2616506,2000,6,1,7
2616506,2001,10,0,10
2616506,2002,3,0,3
2616506,2003,6,0,6
2616506,2004,7,0,7
2616506,2005,9,0,9
2616506,2006,7,0,7
2616506,2007,7,2,9
2616506,2008,3,0,3
2616506,2009,14,0,14
2616506,2010,8,0,8
2616506,2011,7,0,7
2616506,2012,10,0,10
2616506,2013,9,0,9
2616506,2014,7,0,7
2616506,2015,7,0,7
2616506,2016,7,0,7
2616506,2017,12,0,12
2616506,2018,13,0,13
2616506,2019,5,0,5
2616506,2020,1,1,2
2616506,2021,7,1,8
2616506,2022,7,0,7
2616506,2023,10,0,10
2700102,1989,6,0,6
2700102,1990,11,0,11
2700102,1991,5,1,6
2700102,1992,3,0,3
2700102,1993,4,0,4
2700102,1994,3,0,3
2700102,1995,3,0,3
2700102,1996,2,0,2
2700102,1997,1,1,2
2700102,1998,1,0,1
2700102,1999,2,1,3
2700102,2000,4,1,5
2700102,2001,2,1,3
2700102,2002,6,1,7
2700102,2003,3,0,3
2700102,2004,4,0,4
2700102,2005,3,0,3
2700102,2006,2,0,2
2700102,2007,2,0,2
2700102,2008,2,1,3
2700102,2009,7,1,8
2700102,2010,4,0,4
2700102,2011,4,0,4
2700102,2012,8,1,9
2700102,2013,2,0,2
2700102,2014,6,0,6
2700102,2015,6,1,7
2700102,2016,6,0,6
2700102,2017,2,0,2
2700102,2018,4,0,4
2700102,2019,1,0,1
2700102,2020,0,0,0
2700102,2021,3,0,3
2700102,2022,2,0,2
2700102,2023,3,0,3
2700201,1989,4,0,4
2700201,1990,5,2,7
2700201,1991,2,1,3
2700201,1992,12,1,13
2700201,1993,3,0,3
2700201,1994,5,0,5
2700201,1995,3,0,3
2700201,1996,5,0,5
2700201,1997,4,0,4
2700201,1998,2,0,2
2700201,1999,1,0,1
2700201,2000,3,0,3
2700201,2001,4,0,4
2700201,2002,9,1,10
2700201,2003,1,0,1
2700201,2004,3,0,3
2700201,2005,3,0,3
2700201,2006,4,0,4
2700201,2007,10,1,11
2700201,2008,10,2,12
2700201,2009,5,0,5
2700201,2010,5,0,5
2700201,2011,2,1,3
2700201,2012,8,1,9
2700201,2013,9,2,11
2700201,2014,16,1,17
2700201,2015,8,0,8
2700201,2016,8,0,8
2700201,2017,6,2,8
2700201,2018,5,1,6
2700201,2019,3,0,3
2700201,2020,0,0,0
2700201,2021,7,0,7
2700201,2022,1,0,1
2700201,2023,2,0,2
2700300,1989,39,2,41
2700300,1990,38,9,47
2700300,1991,50,6,56
2700300,1992,26,1,27
2700300,1993,20,1,21
2700300,1994,55,2,57
2700300,1995,41,7,48
2700300,1996,51,5,56
2700300,1997,53,12,65
2700300,1998,42,3,45
2700300,1999,50,4,54
2700300,2000,58,2,60
2700300,2001,60,2,62
2700300,2002,77,3,80
2700300,2003,71,1,72
2700300,2004,76,5,81
2700300,2005,93,7,100
2700300,2006,96,8,104
2700300,2007,127,7,134
2700300,2008,135,4,139
2700300,2009,147,9,156
2700300,2010,142,17,159
2700300,2011,158,15,173
2700300,2012,135,6,141
2700300,2013,147,6,153
2700300,2014,145,12,157
2700300,2015,137,4,141
2700300,2016,147,5,152
2700300,2017,132,6,138
2700300,2018,101,1,102
2700300,2019,84,9,93
2700300,2020,5,5,10
2700300,2021,89,2,91
2700300,2022,68,10,78
2700300,2023,115,9,124
2700409,1989,18,1,19
2700409,1990,15,1,16
2700409,1991,15,0,15
2700409,1992,15,0,15
2700409,1993,7,1,8
2700409,1994,8,0,8
2700409,1995,9,0,9
2700409,1996,11,2,13
2700409,1997,7,1,8
2700409,1998,9,0,9
2700409,1999,5,0,5
2700409,2000,5,0,5
2700409,2001,11,1,12
2700409,2002,15,3,18
2700409,2003,18,0,18
2700409,2004,8,1,9
2700409,2005,17,1,18
2700409,2006,23,2,25
2700409,2007,20,0,20
2700409,2008,16,0,16
2700409,2009,19,0,19
2700409,2010,32,1,33
2700409,2011,26,0,26
2700409,2012,30,1,31
2700409,2013,29,4,33
2700409,2014,30,0,30
2700409,2015,20,0,20
2700409,2016,26,3,29
2700409,2017,29,1,30
2700409,2018,19,2,21
2700409,2019,25,3,28
2700409,2020,2,2,4
2700409,2021,9,0,9
2700409,2022,10,0,10
2700409,2023,6,1,7
2700508,1989,9,0,9
2700508,1990,6,0,6
2700508,1991,5,0,5
2700508,1992,3,0,3
2700508,1993,2,0,2
2700508,1994,1,0,1
2700508,1995,1,0,1
2700508,1996,6,0,6
2700508,1997,3,0,3
2700508,1998,0,0,0
2700508,1999,2,0,2
2700508,2000,0,0,0
2700508,2001,0,0,0
2700508,2002,6,0,6
2700508,2003,0,0,0
2700508,2004,1,0,1
2700508,2005,3,0,3
2700508,2006,2,2,4
2700508,2007,4,0,4
2700508,2008,5,1,6
2700508,2009,4,1,5
2700508,2010,4,2,6
2700508,2011,5,0,5
2700508,2012,9,0,9
2700508,2013,9,0,9
2700508,2014,8,0,8
2700508,2015,14,0,14
2700508,2016,7,1,8
2700508,2017,11,1,12
2700508,2018,10,0,10
2700508,2019,5,0,5
2700508,2020,2,2,4
2700508,2021,7,0,7
2700508,2022,13,0,13
2700508,2023,5,1,6
2700607,1989,2,1,3
2700607,1990,2,0,2
2700607,1991,1,3,4
2700607,1992,5,0,5
2700607,1993,2,0,2
2700607,1994,3,0,3
2700607,1995,2,0,2
2700607,1996,1,0,1
2700607,1997,1,0,1
2700607,1998,0,1,1
2700607,1999,1,0,1
2700607,2000,1,0,1
2700607,2001,2,0,2
2700607,2002,2,0,2
2700607,2003,0,0,0
2700607,2004,1,0,1
2700607,2005,1,2,3
2700607,2006,2,0,2
2700607,2007,4,0,4
2700607,2008,2,1,3
2700607,2009,10,0,10
2700607,2010,4,0,4
2700607,2011,6,0,6
2700607,2012,3,1,4
2700607,2013,7,0,7
2700607,2014,7,1,8
2700607,2015,3,0,3
2700607,2016,12,0,12
2700607,2017,13,1,14
2700607,2018,10,1,11
2700607,2019,5,1,6
2700607,2020,0,0,0
2700607,2021,5,0,5
2700607,2022,5,0,5
2700607,2023,4,0,4
2700706,1989,2,1,3
2700706,1990,8,0,8
2700706,1991,3,1,4
2700706,1992,3,0,3
2700706,1993,1,0,1
2700706,1994,2,0,2
2700706,1995,3,0,3
2700706,1996,3,0,3
2700706,1997,2,0,2
2700706,1998,3,0,3
2700706,1999,0,0,0
2700706,2000,5,0,5
2700706,2001,3,0,3
2700706,2002,3,0,3
2700706,2003,4,0,4
2700706,2004,3,0,3
2700706,2005,2,0,2
2700706,2006,1,0,1
2700706,2007,3,0,3
2700706,2008,2,1,3
2700706,2009,5,0,5
2700706,2010,6,0,6
2700706,2011,3,0,3
2700706,2012,5,0,5
2700706,2013,6,1,7
2700706,2014,7,1,8
2700706,2015,6,1,7
2700706,2016,9,0,9
2700706,2017,9,1,10
2700706,2018,4,0,4
2700706,2019,5,1,6
2700706,2020,0,0,0
2700706,2021,6,0,6
2700706,2022,0,0,0
2700706,2023,3,1,4
2700805,1989,2,0,2
2700805,1990,1,0,1
2700805,1991,0,0,0
2700805,1992,0,0,0
2700805,1993,2,0,2
2700805,1994,1,0,1
2700805,1995,2,0,2
2700805,1996,1,0,1
2700805,1997,1,0,1
2700805,1998,0,0,0
2700805,1999,0,0,0
2700805,2000,0,0,0
2700805,2001,0,0,0
2700805,2002,2,0,2
2700805,2003,0,0,0
2700805,2004,1,0,1
2700805,2005,1,0,1
2700805,2006,0,0,0
2700805,2007,2,0,2
2700805,2008,1,0,1
2700805,2009,3,0,3
2700805,2010,3,0,3
2700805,2011,2,0,2
2700805,2012,2,0,2
